gene_symbol	chr
SLC48A1	12
SLC4A1	17
SLC4A10	2
SLC4A11	20
SLC4A1AP	2
SLC4A2	7
SLC4A3	2
SLC4A4	4
SLC4A5	2
SLC4A7	3
SLC4A8	12
SLC4A9	5
SLC50A1	1
SLC51A	3
SLC51B	15
SLC52A1	17
SLC52A2	8
SLC52A3	20
SLC5A1	22
SLC5A10	17
SLC5A11	16
SLC5A12	11
SLC5A2	16
SLC5A3	21
SLC5A4	22
SLC5A5	19
SLC5A6	2
SLC5A7	2
SLC5A8	12
SLC5A9	1
SLC6A1	3
SLC6A1-AS1	3
SLC6A10P	16
SLC6A11	3
SLC6A12	12
SLC6A13	12
SLC6A14	X
SLC6A15	12
SLC6A16	19
SLC6A17	1
SLC6A18	5
SLC6A19	5
SLC6A2	16
SLC6A20	3
SLC6A3	5
SLC6A4	17
SLC6A5	11
SLC6A6	3
SLC6A7	5
SLC6A8	X
SLC6A9	1
SLC7A1	13
SLC7A10	19
SLC7A11	4
SLC7A11-AS1	4
SLC7A13	8
SLC7A14	3
SLC7A2	8
SLC7A3	X
SLC7A4	22
SLC7A5	16
SLC7A5P2	16
SLC7A6	16
SLC7A6OS	16
SLC7A7	14
SLC7A8	14
SLC7A9	19
SLC8A1	2
SLC8A1-AS1	2
SLC8A2	19
SLC8A3	14
SLC8B1	12
SLC9A1	1
SLC9A2	2
SLC9A3	HSCHR5_5_CTG1
SLC9A3-AS1	5
SLC9A4	2
SLC9A5	16
SLC9A6	X
SLC9A7	X
SLC9A7P1	12
SLC9A8	20
SLC9A9	3
SLC9A9-AS1	3
SLC9B1	4
SLC9B2	4
SLC9C1	3
SLC9C2	1
SLCO1A2	12
SLCO1B1	12
SLCO1B3	12
SLCO1B7	12
SLCO1C1	12
SLCO2A1	3
SLCO2B1	11
SLCO3A1	15
SLCO4A1	20
SLCO4A1-AS1	20
SLCO4C1	5
SLCO5A1	8
SLCO6A1	5
SLED1	4
SLF1	5
SLF2	10
SLFN11	17
SLFN12	17
SLFN12L	17
SLFN13	17
SLFN14	17
SLFN5	17
SLFNL1	1
SLFNL1-AS1	1
SLIRP	14
SLIT1	10
SLIT1-AS1	10
SLIT2	4
SLIT2-IT1	4
SLIT3	5
SLITRK1	13
SLITRK2	X
SLITRK3	3
SLITRK4	X
SLITRK5	13
SLITRK6	13
SLK	10
SLMAP	3
SLN	11
SLPI	20
SLTM	15
SLU7	5
SLURP1	8
SLX1A	16
SLX1A-SULT1A3	16
SLX1B	16
SLX1B-SULT1A4	16
SLX4	16
SLX4IP	20
SMAD1	4
SMAD1-AS1	4
SMAD1-AS2	4
SMAD2	18
SMAD3	15
SMAD4	18
SMAD5	5
SMAD5-AS1	5
SMAD6	15
SMAD7	18
SMAD9	13
SMAGP	12
SMAP1	6
SMAP2	1
SMARCA1	X
SMARCA2	9
SMARCA4	19
SMARCA5	4
SMARCA5-AS1	4
SMARCAD1	4
SMARCAL1	2
SMARCB1	22
SMARCC1	3
SMARCC2	12
SMARCD1	12
SMARCD2	17
SMARCD3	7
SMARCE1	17
SMC1A	X
SMC1B	22
SMC2	9
SMC3	10
SMC4	3
SMC5	9
SMC6	2
SMCHD1	18
SMCO1	3
SMCO2	12
SMCO3	12
SMCO4	11
SMCP	1
SMCR2	17
SMCR5	17
SMCR8	17
SMDT1	22
SMG1	16
SMG1P1	16
SMG1P2	16
SMG1P3	16
SMG1P5	16
SMG1P6	16
SMG1P7	16
SMG5	1
SMG6	17
SMG7	1
SMG7-AS1	1
SMG8	17
SMG9	19
SMILR	8
SMIM1	1
SMIM10	X
SMIM10L1	12
SMIM10L2A	X
SMIM10L2B	X
SMIM10L2B-AS1	X
SMIM12	1
SMIM13	6
SMIM14	4
SMIM15	5
SMIM15-AS1	5
SMIM17	19
SMIM18	8
SMIM19	8
SMIM2	13
SMIM2-AS1	13
SMIM2-IT1	13
SMIM20	4
SMIM21	18
SMIM22	16
SMIM23	5
SMIM24	19
SMIM26	20
SMIM29	6
SMIM3	5
SMIM5	17
SMIM7	19
SMIM8	6
SMIM9	X
SMKR1	7
SMLR1	6
SMN1	5
SMN2	5
SMNDC1	10
SMO	7
SMOC1	14
SMOC2	6
SMOX	20
SMPD1	11
SMPD2	6
SMPD3	16
SMPD4	2
SMPDL3A	6
SMPDL3B	1
SMPX	X
SMR3A	4
SMR3B	4
SMS	X
SMTN	22
SMTNL1	11
SMTNL2	17
SMU1	9
SMUG1	12
SMURF1	7
SMURF2	17
SMYD1	2
SMYD2	1
SMYD3	1
SMYD4	17
SMYD5	2
SNAI1	20
SNAI2	8
SNAI3	16
SNAI3-AS1	16
SNAP23	15
SNAP25	20
SNAP25-AS1	20
SNAP29	22
SNAP47	1
SNAP91	6
SNAPC1	14
SNAPC2	19
SNAPC3	9
SNAPC4	9
SNAPC5	15
SNAPIN	1
SNCA	4
SNCA-AS1	4
SNCAIP	5
SNCB	5
SNCG	10
SND1	7
SND1-IT1	7
SNED1	2
SNF8	17
SNHG1	11
SNHG10	14
SNHG11	20
SNHG12	1
SNHG14	15
SNHG15	7
SNHG16	17
SNHG17	20
SNHG18	5
SNHG19	16
SNHG20	17
SNHG21	15
SNHG22	18
SNHG25	17
SNHG26	7
SNHG27	4
SNHG28	1
SNHG3	1
SNHG4	5
SNHG5	6
SNHG6	8
SNHG7	9
SNHG8	4
SNHG9	16
SNIP1	1
SNN	16
SNORA1	11
SNORA10	16
SNORA108	18
SNORA10B	2
SNORA11	X
SNORA11B	14
SNORA11C	X
SNORA11D	X
SNORA11E	X
SNORA11F	10
SNORA11G	X
SNORA12	10
SNORA13	5
SNORA14A	7
SNORA14B	1
SNORA15	7
SNORA15B-1	7
SNORA15B-2	7
SNORA16A	1
SNORA16B	1
SNORA17A	9
SNORA17B	9
SNORA18	11
SNORA19	10
SNORA1B	8
SNORA20	6
SNORA20B	7
SNORA21	17
SNORA21B	17
SNORA22	7
SNORA22B	7
SNORA22C	7
SNORA23	11
SNORA24	4
SNORA24B	15
SNORA25	11
SNORA25B	7
SNORA26	4
SNORA27	13
SNORA28	14
SNORA29	6
SNORA2A	12
SNORA2B	12
SNORA2C	12
SNORA30	16
SNORA30B	9
SNORA31	13
SNORA31B	13
SNORA32	11
SNORA33	6
SNORA35	X
SNORA35B	X
SNORA36A	X
SNORA36B	1
SNORA36C	2
SNORA37	18
SNORA38	HSCHR6_MHC_QBL_CTG1
SNORA38B	17
SNORA3A	11
SNORA3B	11
SNORA3C	16
SNORA4	3
SNORA40	11
SNORA40B	2
SNORA40C	6
SNORA41	2
SNORA41B	15
SNORA44	1
SNORA46	16
SNORA47	5
SNORA48	17
SNORA48B	X
SNORA49	12
SNORA50A	16
SNORA50B	22
SNORA50C	17
SNORA50D	5
SNORA51	20
SNORA52	11
SNORA53	12
SNORA54	11
SNORA55	1
SNORA56	X
SNORA57	11
SNORA58	3
SNORA58B	1
SNORA59A	1
SNORA59B	17
SNORA5A	7
SNORA5B	7
SNORA5C	7
SNORA6	3
SNORA60	20
SNORA61	1
SNORA62	3
SNORA63	3
SNORA63B	3
SNORA63C	1
SNORA63D	3
SNORA63E	3
SNORA64	16
SNORA65	9
SNORA66	1
SNORA67	17
SNORA68	19
SNORA68B	19
SNORA69	X
SNORA70	X
SNORA70B	2
SNORA70C	9
SNORA70D	16
SNORA70E	11
SNORA70F	2
SNORA70G	12
SNORA70H	1
SNORA70I	2
SNORA70J	5
SNORA71A	20
SNORA71B	20
SNORA71C	20
SNORA71D	20
SNORA71E	20
SNORA72	8
SNORA73A	1
SNORA73B	1
SNORA74A	5
SNORA74B	5
SNORA74C-1	10
SNORA74C-2	10
SNORA74D	5
SNORA75	2
SNORA75B	4
SNORA77	1
SNORA77B	22
SNORA78	16
SNORA79	14
SNORA79B	14
SNORA7A	3
SNORA7B	3
SNORA8	11
SNORA80A	21
SNORA80B	2
SNORA80C	16
SNORA80D	7
SNORA80E	1
SNORA81	3
SNORA84	HG1012_PATCH
SNORA9	7
SNORA9B	12
SNORD10	17
SNORD100	6
SNORD101	6
SNORD102	13
SNORD104	17
SNORD105	19
SNORD105B	19
SNORD107	15
SNORD108	15
SNORD109A	15
SNORD109B	15
SNORD11	2
SNORD110	20
SNORD111	16
SNORD111B	16
SNORD112	14
SNORD113-1	14
SNORD113-2	14
SNORD113-3	14
SNORD113-4	14
SNORD113-5	14
SNORD113-6	14
SNORD113-7	14
SNORD113-8	14
SNORD113-9	14
SNORD114-1	14
SNORD114-10	14
SNORD114-11	14
SNORD114-12	14
SNORD114-13	14
SNORD114-14	14
SNORD114-15	14
SNORD114-16	14
SNORD114-17	14
SNORD114-18	14
SNORD114-19	14
SNORD114-2	14
SNORD114-20	14
SNORD114-21	14
SNORD114-22	14
SNORD114-23	14
SNORD114-24	14
SNORD114-25	14
SNORD114-26	14
SNORD114-27	14
SNORD114-28	14
SNORD114-29	14
SNORD114-3	14
SNORD114-30	14
SNORD114-31	14
SNORD114-4	14
SNORD114-5	14
SNORD114-6	14
SNORD114-7	14
SNORD114-9	14
SNORD115-1	15
SNORD115-10	15
SNORD115-11	15
SNORD115-12	15
SNORD115-13	15
SNORD115-14	15
SNORD115-15	15
SNORD115-16	15
SNORD115-17	15
SNORD115-18	15
SNORD115-19	15
SNORD115-2	15
SNORD115-20	15
SNORD115-21	15
SNORD115-22	15
SNORD115-23	15
SNORD115-24	15
SNORD115-25	15
SNORD115-26	15
SNORD115-27	15
SNORD115-28	15
SNORD115-29	15
SNORD115-3	15
SNORD115-30	15
SNORD115-31	15
SNORD115-32	15
SNORD115-33	15
SNORD115-34	15
SNORD115-35	15
SNORD115-36	15
SNORD115-37	15
SNORD115-38	15
SNORD115-39	15
SNORD115-4	15
SNORD115-40	15
SNORD115-41	15
SNORD115-42	15
SNORD115-43	15
SNORD115-44	15
SNORD115-45	15
SNORD115-46	15
SNORD115-47	15
SNORD115-48	15
SNORD115-5	15
SNORD115-6	15
SNORD115-7	15
SNORD115-8	15
SNORD115-9	15
SNORD116-1	15
SNORD116-10	15
SNORD116-11	15
SNORD116-12	15
SNORD116-13	15
SNORD116-14	15
SNORD116-15	15
SNORD116-16	15
SNORD116-17	15
SNORD116-18	15
SNORD116-19	15
SNORD116-2	15
SNORD116-20	15
SNORD116-21	15
SNORD116-22	15
SNORD116-23	15
SNORD116-24	15
SNORD116-25	15
SNORD116-26	15
SNORD116-27	15
SNORD116-28	15
SNORD116-29	15
SNORD116-3	15
SNORD116-30	15
SNORD116-4	15
SNORD116-5	15
SNORD116-6	15
SNORD116-7	15
SNORD116-8	15
SNORD116-9	15
SNORD117	HSCHR6_MHC_QBL_CTG1
SNORD118	17
SNORD11B	2
SNORD12	20
SNORD121A	9
SNORD121B	9
SNORD123	5
SNORD124	17
SNORD125	22
SNORD126	HG2526_HG2573_PATCH
SNORD127	14
SNORD12B	20
SNORD12C	20
SNORD13	8
SNORD138	5
SNORD13D	15
SNORD13E	15
SNORD14A	11
SNORD14B	11
SNORD14C	11
SNORD14D	11
SNORD14E	11
SNORD15A	11
SNORD15B	11
SNORD16	15
SNORD17	20
SNORD18A	15
SNORD18B	15
SNORD18C	15
SNORD19	3
SNORD19B	3
SNORD19C	3
SNORD1A	17
SNORD1B	17
SNORD1C	17
SNORD2	3
SNORD20	2
SNORD21	1
SNORD22	11
SNORD23	19
SNORD24	9
SNORD25	11
SNORD26	11
SNORD27	11
SNORD28	11
SNORD28B	6
SNORD29	5
SNORD30	11
SNORD31B	13
SNORD32A	19
SNORD32B	HSCHR6_MHC_QBL_CTG1
SNORD33	19
SNORD34	19
SNORD35A	19
SNORD35B	19
SNORD36A	9
SNORD36B	9
SNORD36C	9
SNORD37	19
SNORD38A	1
SNORD38B	1
SNORD38C	3
SNORD38D	8
SNORD3A	17
SNORD3B-1	17
SNORD3B-2	17
SNORD3C	17
SNORD3D	17
SNORD3E	X
SNORD3G	1
SNORD3H	8
SNORD3J	10
SNORD41	19
SNORD42A	17
SNORD42B	17
SNORD43	22
SNORD45A	1
SNORD45B	1
SNORD45C	1
SNORD46	1
SNORD48	HSCHR6_MHC_QBL_CTG1
SNORD49A	17
SNORD49B	17
SNORD4A	17
SNORD4B	17
SNORD5	11
SNORD50B	6
SNORD51	2
SNORD52	HSCHR6_MHC_QBL_CTG1
SNORD53	2
SNORD53B	2
SNORD54	8
SNORD55	1
SNORD56	20
SNORD56B	14
SNORD57	20
SNORD58A	18
SNORD58B	18
SNORD58C	18
SNORD59A	12
SNORD6	11
SNORD60	16
SNORD61	X
SNORD62A	9
SNORD62B	9
SNORD63	5
SNORD63B	5
SNORD64	15
SNORD65	17
SNORD65B	8
SNORD65C	7
SNORD66	3
SNORD67	11
SNORD68	16
SNORD69	3
SNORD7	17
SNORD70	2
SNORD70B	2
SNORD71	16
SNORD72	5
SNORD73A	4
SNORD73B	4
SNORD74B	21
SNORD77B	8
SNORD8	14
SNORD82	2
SNORD83A	22
SNORD83B	22
SNORD84	HSCHR6_MHC_QBL_CTG1
SNORD86	20
SNORD87	8
SNORD88A	19
SNORD88B	19
SNORD88C	19
SNORD89	2
SNORD9	14
SNORD90	9
SNORD91A	17
SNORD91B	17
SNORD92	2
SNORD93	7
SNORD94	2
SNORD95	5
SNORD96A	5
SNORD96B	X
SNORD97	11
SNORD98	10
SNORD99	1
SNPH	20
SNRK	3
SNRK-AS1	3
SNRNP200	2
SNRNP25	16
SNRNP27	2
SNRNP35	12
SNRNP40	1
SNRNP48	6
SNRNP70	19
SNRPA	19
SNRPA1	15
SNRPB	20
SNRPB2	20
SNRPC	6
SNRPD1	18
SNRPD2	19
SNRPD2P2	1
SNRPD3	22
SNRPE	1
SNRPF	12
SNRPG	2
SNRPN	15
SNTA1	20
SNTB1	8
SNTB2	16
SNTG1	8
SNTG2	2
SNTN	3
SNU13	22
SNUPN	15
SNURF	15
SNW1	14
SNX1	15
SNX10	7
SNX11	17
SNX12	X
SNX13	7
SNX14	6
SNX15	11
SNX16	8
SNX17	2
SNX18	5
SNX19	11
SNX2	5
SNX20	16
SNX21	20
SNX22	15
SNX24	5
SNX25	4
SNX27	1
SNX29	16
SNX29P1	16
SNX29P2	16
SNX3	6
SNX30	9
SNX31	8
SNX32	11
SNX33	15
SNX4	3
SNX5	20
SNX6	14
SNX7	1
SNX8	7
SNX9	6
SOAT1	1
SOAT2	12
SOBP	6
SOCS1	16
SOCS2	12
SOCS2-AS1	12
SOCS3	17
SOCS4	14
SOCS5	2
SOCS6	18
SOCS7	17
SOD1	21
SOD2	6
SOD2-OT1	6
SOD3	4
SOHLH1	9
SOHLH2	13
SON	21
SORBS1	10
SORBS2	4
SORBS3	8
SORCS1	10
SORCS2	4
SORCS3	10
SORCS3-AS1	10
SORD	15
SORD2P	HSCHR15_3_CTG8
SORL1	11
SORT1	1
SOS1	2
SOS2	14
SOST	17
SOSTDC1	7
SOWAHA	5
SOWAHB	4
SOWAHC	2
SOWAHD	X
SOX1	13
SOX10	22
SOX11	2
SOX12	20
SOX13	1
SOX14	3
SOX15	17
SOX17	8
SOX18	20
SOX2	3
SOX2-OT	3
SOX21	13
SOX21-AS1	13
SOX3	X
SOX30	5
SOX4	6
SOX5	12
SOX5-AS1	12
SOX6	11
SOX7	8
SOX8	16
SOX9	17
SOX9-AS1	17
SP1	12
SP100	2
SP110	2
SP140	2
SP140L	2
SP2	17
SP2-AS1	17
SP3	2
SP4	7
SP5	2
SP6	17
SP7	12
SP8	7
SP9	2
SPA17	11
SPAAR	9
SPACA1	6
SPACA3	17
SPACA4	19
SPACA5	X
SPACA5B	X
SPACA6	19
SPACA7	HSCHR13_1_CTG1
SPACA9	9
SPAG1	8
SPAG11A	8
SPAG11B	HSCHR8_3_CTG1
SPAG16	2
SPAG17	1
SPAG4	20
SPAG5	17
SPAG5-AS1	17
SPAG6	10
SPAG7	17
SPAG8	9
SPAG9	17
SPAM1	7
SPANXA1	X
SPANXA2	X
SPANXA2-OT1	X
SPANXB1	X
SPANXC	X
SPANXD	X
SPANXN1	X
SPANXN2	X
SPANXN3	X
SPANXN4	X
SPANXN5	X
SPARC	5
SPARCL1	4
SPART	13
SPAST	2
SPATA1	1
SPATA12	3
SPATA13	13
SPATA13-AS1	13
SPATA16	3
SPATA17	1
SPATA17-AS1	1
SPATA18	4
SPATA19	11
SPATA2	20
SPATA20	17
SPATA21	1
SPATA22	17
SPATA24	5
SPATA25	20
SPATA2L	16
SPATA3	2
SPATA3-AS1	2
SPATA31A1	9
SPATA31A3	9
SPATA31A5	9
SPATA31A6	9
SPATA31A7	9
SPATA31C1	9
SPATA31C2	9
SPATA31D1	9
SPATA31D3	9
SPATA31D4	9
SPATA31D5P	9
SPATA31E1	9
SPATA32	17
SPATA33	16
SPATA4	4
SPATA41	15
SPATA42	1
SPATA45	1
SPATA46	1
SPATA6	1
SPATA6L	9
SPATA7	14
SPATA8	15
SPATA8-AS1	15
SPATA9	5
SPATC1	8
SPATC1L	21
SPATS1	6
SPATS2	12
SPATS2L	2
SPC24	19
SPC25	2
SPCS1	3
SPCS2	11
SPCS3	4
SPDEF	6
SPDL1	5
SPDYA	2
SPDYC	11
SPDYE1	7
SPDYE11	7
SPDYE16	7
SPDYE17	7
SPDYE18	7
SPDYE2	7
SPDYE2B	7
SPDYE3	7
SPDYE4	17
SPDYE5	7
SPDYE6	7
SPDYE7P	7
SPECC1	17
SPECC1L	22
SPECC1L-ADORA2A	22
SPEF1	20
SPEF2	5
SPEG	2
SPEM1	17
SPEN	1
SPESP1	15
SPG11	15
SPG21	15
SPG7	16
SPHK1	17
SPHK2	19
SPHKAP	2
SPI1	11
SPIB	19
SPIC	12
SPICE1	3
SPIDR	8
SPIN1	9
SPIN2A	X
SPIN2B	X
SPIN3	X
SPIN4	X
SPINK1	5
SPINK13	5
SPINK14	5
SPINK2	4
SPINK4	9
SPINK5	5
SPINK6	5
SPINK7	5
SPINK8	3
SPINK9	5
SPINT1	15
SPINT1-AS1	15
SPINT2	19
SPINT3	20
SPINT4	20
SPIRE1	18
SPIRE2	16
SPN	16
SPNS1	16
SPNS2	17
SPNS3	17
SPO11	20
SPOCD1	1
SPOCK1	5
SPOCK2	10
SPOCK3	4
SPON1	11
SPON2	4
SPOP	17
SPOPL	2
SPOUT1	9
SPP1	4
SPP2	2
SPPL2A	15
SPPL2B	19
SPPL2C	17
SPPL3	12
SPR	2
SPRED1	15
SPRED2	2
SPRED3	19
SPRN	10
SPRR1A	1
SPRR1B	1
SPRR2A	1
SPRR2B	1
SPRR2C	1
SPRR2D	1
SPRR2E	1
SPRR2F	1
SPRR2G	1
SPRR3	1
SPRR4	1
SPRTN	1
SPRY1	4
SPRY2	13
SPRY3	X
SPRY4	5
SPRYD3	12
SPRYD4	12
SPRYD7	13
SPSB1	1
SPSB2	12
SPSB3	16
SPSB4	3
SPTA1	1
SPTAN1	9
SPTB	14
SPTBN1	2
SPTBN2	11
SPTBN4	19
SPTBN5	15
SPTLC1	9
SPTLC2	14
SPTLC3	20
SPTSSA	14
SPTSSB	3
SPTY2D1	11
SPX	12
SPZ1	5
SQLE	8
SQOR	15
SQSTM1	5
SRA1	5
SRBD1	2
SRC	20
SRCAP	16
SRCIN1	17
SRD5A1	5
SRD5A1P1	X
SRD5A2	2
SRD5A3	4
SRD5A3-AS1	4
SREBF1	17
SREBF2	22
SREK1	5
SREK1IP1	5
SRF	6
SRFBP1	5
SRGAP1	12
SRGAP2	1
SRGAP2-AS1	1
SRGAP2B	1
SRGAP2C	1
SRGAP2D	1
SRGAP3	3
SRGAP3-AS2	3
SRGAP3-AS3	3
SRGAP3-AS4	3
SRGN	10
SRI	7
SRL	16
SRM	1
SRMS	20
SRP14	15
SRP19	5
SRP54	14
SRP68	17
SRP72	4
SRP9	1
SRPK1	6
SRPK2	7
SRPK3	X
SRPRA	11
SRPRB	3
SRPX	X
SRPX2	X
SRR	17
SRRD	22
SRRM1	1
SRRM2	16
SRRM2-AS1	16
SRRM3	7
SRRM4	12
SRRM5	19
SRRT	7
SRSF1	17
SRSF10	1
SRSF11	1
SRSF12	6
SRSF2	17
SRSF3	6
SRSF4	1
SRSF5	14
SRSF6	20
SRSF7	2
SRSF8	11
SRSF9	12
SRXN1	20
SRY	Y
SS18	18
SS18L1	20
SS18L2	3
SSB	2
SSBP1	7
SSBP2	5
SSBP3	1
SSBP3-AS1	1
SSBP4	19
SSC4D	7
SSC5D	19
SSH1	12
SSH2	17
SSH3	11
SSMEM1	7
SSNA1	9
SSPN	12
SSR1	6
SSR2	1
SSR3	3
SSR4	X
SSR4P1	21
SSRP1	11
SST	3
SSTR1	14
SSTR2	17
SSTR3	22
SSTR4	20
SSTR5	16
SSTR5-AS1	16
SSU72	1
SSUH2	3
SSX1	X
SSX2	X
SSX2B	X
SSX2IP	1
SSX3	X
SSX4	X
SSX4B	X
SSX5	X
SSX7	X
ST13	22
ST13P4	13
ST14	11
ST18	8
ST20	15
ST20-AS1	15
ST20-MTHFS	15
ST3GAL1	8
ST3GAL2	16
ST3GAL3	1
ST3GAL4	11
ST3GAL5	2
ST3GAL5-AS1	2
ST3GAL6	3
ST3GAL6-AS1	3
ST6GAL1	3
ST6GAL2	2
ST6GALNAC1	17
ST6GALNAC2	17
ST6GALNAC3	1
ST6GALNAC4	9
ST6GALNAC5	1
ST6GALNAC6	9
ST7	7
ST7-AS1	7
ST7-AS2	7
ST7-OT4	7
ST7L	1
ST8SIA1	12
ST8SIA2	15
ST8SIA3	18
ST8SIA4	5
ST8SIA5	18
ST8SIA6	10
ST8SIA6-AS1	10
STAB1	3
STAB2	12
STAC	3
STAC2	17
STAC3	12
STAG1	3
STAG2	X
STAG3	7
STAG3L1	7
STAG3L2	7
STAG3L3	7
STAG3L4	7
STAG3L5P	7
STAG3L5P-PVRIG2P-PILRB	7
STAM	10
STAM2	2
STAMBP	2
STAMBPL1	10
STAP1	4
STAP2	19
STAR	8
STARD10	11
STARD13	13
STARD13-AS	13
STARD3	17
STARD3NL	7
STARD4	5
STARD4-AS1	5
STARD5	15
STARD6	18
STARD7	2
STARD7-AS1	2
STARD8	X
STARD9	15
STAT1	2
STAT2	12
STAT3	17
STAT4	2
STAT5A	17
STAT5B	17
STAT6	12
STATH	4
STAU1	20
STAU2	8
STAU2-AS1	8
STBD1	4
STC1	8
STC2	5
STEAP1	7
STEAP1B	7
STEAP2	7
STEAP2-AS1	7
STEAP3	2
STEAP3-AS1	2
STEAP4	7
STH	17
STIL	1
STIM1	11
STIM2	4
STIP1	11
STK10	5
STK11	19
STK11IP	2
STK16	2
STK17A	7
STK17B	2
STK24	13
STK24-AS1	13
STK25	2
STK26	X
STK3	8
STK31	7
STK32A	5
STK32A-AS1	5
STK32B	4
STK32C	10
STK33	11
STK35	20
STK36	2
STK38	6
STK38L	12
STK39	2
STK4	20
STK40	1
STKLD1	9
STMN1	1
STMN2	8
STMN3	20
STMN4	8
STMND1	6
STN1	10
STOM	9
STOML1	15
STOML2	9
STOML3	13
STON1	2
STON1-GTF2A1L	2
STON2	14
STOX1	10
STOX2	4
STPG1	1
STPG2	4
STPG2-AS1	4
STPG3	9
STPG3-AS1	9
STPG4	2
STRA6	15
STRA8	7
STRADA	17
STRADB	2
STRAP	12
STRBP	9
STRC	15
STRCP1	15
STRIP1	1
STRIP2	7
STRN	2
STRN3	14
STRN4	19
STS	X
STT3A	11
STT3B	3
STUB1	16
STUM	1
STX10	19
STX11	6
STX12	1
STX16	20
STX16-NPEPL1	20
STX17	9
STX18	4
STX18-AS1	4
STX18-IT1	4
STX19	3
STX1A	7
STX1B	16
STX2	12
STX3	11
STX4	16
STX5	11
STX6	1
STX7	6
STX8	17
STXBP1	9
STXBP2	19
STXBP3	1
STXBP4	17
STXBP5	6
STXBP5-AS1	6
STXBP5L	3
STXBP6	14
STYK1	12
STYX	14
STYXL1	7
SUB1	5
SUCLA2	13
SUCLG1	2
SUCLG2	3
SUCNR1	3
SUCO	1
SUDS3	12
SUFU	10
SUGCT	7
SUGP1	19
SUGP2	19
SUGT1	13
SUGT1P1	9
SUGT1P3	13
SULF1	8
SULF2	20
SULT1A1	16
SULT1A2	16
SULT1A3	16
SULT1A4	16
SULT1B1	4
SULT1C2	2
SULT1C3	2
SULT1C4	2
SULT1E1	4
SULT2A1	19
SULT2B1	19
SULT4A1	22
SULT6B1	2
SUMF1	3
SUMF2	7
SUMO1	2
SUMO1P1	20
SUMO1P3	1
SUMO2	17
SUMO3	21
SUMO4	6
SUN1	7
SUN2	22
SUN3	7
SUN5	20
SUOX	12
SUPT16H	14
SUPT20H	13
SUPT20HL1	X
SUPT20HL2	X
SUPT3H	6
SUPT4H1	17
SUPT5H	19
SUPT6H	17
SUPT7L	2
SUPV3L1	10
SURF1	9
SURF2	9
SURF4	9
SURF6	9
SUSD1	9
SUSD2	22
SUSD3	9
SUSD4	1
SUSD5	3
SUSD6	14
SUV39H1	X
SUV39H2	10
SUZ12	17
SUZ12P1	17
SV2A	1
SV2B	15
SV2C	5
SVBP	1
SVEP1	9
SVIL	10
SVIL-AS1	10
SVIP	11
SVOP	12
SVOPL	7
SWAP70	11
SWI5	9
SWSAP1	19
SWT1	1
SYAP1	X
SYBU	8
SYCE1	10
SYCE1L	16
SYCE2	19
SYCE3	22
SYCN	19
SYCP1	1
SYCP2	20
SYCP2L	6
SYCP3	12
SYDE1	19
SYDE2	1
SYF2	1
SYK	9
SYMPK	19
SYN1	X
SYN2	3
SYN3	22
SYNC	1
SYNCRIP	6
SYNDIG1	20
SYNDIG1L	14
SYNE1	6
SYNE1-AS1	6
SYNE2	14
SYNE3	14
SYNE4	19
SYNGAP1	HSCHR6_MHC_SSTO_CTG1
SYNGR1	22
SYNGR2	17
SYNGR3	16
SYNGR4	19
SYNJ1	21
SYNJ2	6
SYNJ2-IT1	6
SYNJ2BP	14
SYNJ2BP-COX16	14
SYNM	15
SYNPO	5
SYNPO2	4
SYNPO2L	10
SYNPR	3
SYNPR-AS1	3
SYNRG	17
SYP	X
SYP-AS1	X
SYPL1	7
SYPL2	1
SYS1	20
SYS1-DBNDD2	20
SYT1	12
SYT10	12
SYT11	1
SYT12	11
SYT13	11
SYT14	1
SYT14P1	4
SYT15	10
SYT16	14
SYT17	16
SYT2	1
SYT3	19
SYT4	18
SYT5	19
SYT6	1
SYT7	11
SYT8	11
SYT9	11
SYTL1	1
SYTL2	11
SYTL3	6
SYTL4	X
SYTL5	X
SYVN1	11
SZRD1	1
SZT2	1
SZT2-AS1	1
TAAR1	6
TAAR2	6
TAAR3P	6
TAAR5	6
TAAR6	6
TAAR8	6
TAAR9	6
TAB1	22
TAB2	6
TAB3	X
TAB3-AS1	X
TAC1	7
TAC3	12
TAC4	17
TACC1	8
TACC2	10
TACC3	4
TACO1	17
TACR1	2
TACR2	10
TACR3	4
TACSTD2	1
TADA1	1
TADA2A	17
TADA2B	4
TADA3	3
TAF1	X
TAF10	11
TAF11	6
TAF12	1
TAF13	1
TAF15	17
TAF1A	1
TAF1A-AS1	1
TAF1B	2
TAF1C	16
TAF1D	11
TAF1L	9
TAF2	8
TAF3	10
TAF4	HSCHR20_1_CTG2
TAF4B	18
TAF5	10
TAF5L	1
TAF6	7
TAF6L	11
TAF7	5
TAF7L	X
TAF8	6
TAF9	5
TAF9B	X
TAGAP	6
TAGLN	11
TAGLN2	1
TAGLN3	3
TAL1	1
TAL2	9
TALDO1	11
TAMM41	3
TANC1	2
TANC2	17
TANGO2	22
TANGO6	16
TANK	2
TAOK1	17
TAOK2	16
TAOK3	12
TAP1	6
TAP2	6
TAPBP	6
TAPBPL	12
TAPT1	4
TAPT1-AS1	4
TARBP1	1
TARBP2	12
TARDBP	1
TARID	6
TARM1	19
TARP	7
TARS2	1
TAS1R1	1
TAS1R2	1
TAS1R3	1
TAS2R1	5
TAS2R10	12
